"measure","tp","est","SE","df","t.value","p.value","sig"
"CCFQ","tp(B30):fivedasc_anx_total",-0.13,0.16,30,-0.83,"0.413",""
"CCFQ","(Intercept)",63.97,11.98,14.8,5.34,"<0.001","***"
"CCFQ","tp(A7)",8.74,8.41,30,1.04,"0.307",""
"CCFQ","tp(B7)",7.81,8.41,30,0.93,"0.360",""
"CCFQ","tp(B30)",3.73,8.41,30,0.44,"0.660",""
"CCFQ","fivedasc_cimg_total",0.09,0.2,14.8,0.46,"0.651",""
"CCFQ","tp(A7):fivedasc_cimg_total",-0.1,0.14,30,-0.75,"0.461",""
"CCFQ","tp(B7):fivedasc_cimg_total",-0.09,0.14,30,-0.65,"0.520",""
"CCFQ","tp(B30):fivedasc_cimg_total",0.01,0.14,30,0.04,"0.966",""
"CCFQ","(Intercept)",76.05,9.62,14.7,7.9,"<0.001","***"
"CCFQ","tp(A7)",8.4,6.68,30,1.26,"0.218",""
"CCFQ","tp(B7)",-3.98,6.68,30,-0.6,"0.556",""
"CCFQ","tp(B30)",7.4,6.68,30,1.11,"0.276",""
"CCFQ","fivedasc_eimg_total",-0.1,0.13,14.7,-0.76,"0.462",""
"CCFQ","tp(A7):fivedasc_eimg_total",-0.08,0.09,30,-0.91,"0.372",""
"CCFQ","tp(B7):fivedasc_eimg_total",0.1,0.09,30,1.05,"0.301",""
"CCFQ","tp(B30):fivedasc_eimg_total",-0.05,0.09,30,-0.53,"0.599",""
"CCFQ","(Intercept)",74.52,9.81,14.1,7.6,"<0.001","***"
"CCFQ","tp(A7)",9.61,6.45,30,1.49,"0.147",""
"CCFQ","tp(B7)",-5.75,6.45,30,-0.89,"0.380",""
"CCFQ","tp(B30)",0.01,6.45,30,0,"0.999",""
"CCFQ","fivedasc_av_total",-0.08,0.15,14.1,-0.58,"0.574",""
"CCFQ","tp(A7):fivedasc_av_total",-0.11,0.1,30,-1.14,"0.264",""
"CCFQ","tp(B7):fivedasc_av_total",0.13,0.1,30,1.38,"0.177",""
"CCFQ","tp(B30):fivedasc_av_total",0.07,0.1,30,0.68,"0.504",""
"CCFQ","(Intercept)",81.32,6.45,15.9,12.61,"<0.001","***"
"CCFQ","tp(A7)",5.73,4.89,30,1.17,"0.251",""
"CCFQ","tp(B7)",-2.29,4.89,30,-0.47,"0.643",""
"CCFQ","tp(B30)",-1.85,4.89,30,-0.38,"0.708",""
"CCFQ","fivedasc_per_total",-0.27,0.13,15.9,-2.13,"0.049","*"
"CCFQ","tp(A7):fivedasc_per_total",-0.07,0.1,30,-0.69,"0.494",""
"CCFQ","tp(B7):fivedasc_per_total",0.11,0.1,30,1.13,"0.266",""
"CCFQ","tp(B30):fivedasc_per_total",0.13,0.1,30,1.38,"0.178",""
"CSSRS","(Intercept)",2.25,0.5,31.8,4.49,"<0.001","***"
"CSSRS","tp(A7)",-2.39,0.6,30,-4.01,"<0.001","***"
"CSSRS","tp(B7)",-1.92,0.6,30,-3.23,"0.003","**"
"CSSRS","tp(B30)",-2.09,0.6,30,-3.51,"0.001","**"
"CSSRS","fivedasc_util_total",-0.02,0.01,31.8,-2.6,"0.014","*"
"CSSRS","tp(A7):fivedasc_util_total",0.03,0.01,30,2.77,"0.009","**"
"CSSRS","tp(B7):fivedasc_util_total",0.02,0.01,30,1.89,"0.069",""
"CSSRS","tp(B30):fivedasc_util_total",0.03,0.01,30,2.67,"0.012","*"
"CSSRS","(Intercept)",2.3,0.54,32,4.25,"<0.001","***"
"CSSRS","tp(A7)",-2.53,0.65,30,-3.92,"<0.001","***"
"CSSRS","tp(B7)",-1.96,0.65,30,-3.03,"0.005","**"
"CSSRS","tp(B30)",-2.11,0.65,30,-3.27,"0.003","**"
"CSSRS","fivedasc_sprit_total",-0.02,0.01,32,-2.48,"0.019","*"
"CSSRS","tp(A7):fivedasc_sprit_total",0.03,0.01,30,2.75,"0.010","**"
"CSSRS","tp(B7):fivedasc_sprit_total",0.02,0.01,30,1.78,"0.086",""
"CSSRS","tp(B30):fivedasc_sprit_total",0.02,0.01,30,2.46,"0.020","*"
"CSSRS","(Intercept)",1.96,0.47,32.6,4.14,"<0.001","***"
"CSSRS","tp(A7)",-2.09,0.57,30,-3.68,"<0.001","***"
"CSSRS","tp(B7)",-1.71,0.57,30,-3,"0.005","**"
"CSSRS","tp(B30)",-1.75,0.57,30,-3.07,"0.004","**"
"CSSRS","fivedasc_bliss_total",-0.02,0.01,32.6,-2.12,"0.042","*"
"CSSRS","tp(A7):fivedasc_bliss_total",0.02,0.01,30,2.37,"0.024","*"
"CSSRS","tp(B7):fivedasc_bliss_total",0.01,0.01,30,1.59,"0.122",""
"CSSRS","tp(B30):fivedasc_bliss_total",0.02,0.01,30,2.18,"0.037","*"
"CSSRS","(Intercept)",2.06,0.58,33.2,3.54,"0.001","**"
"CSSRS","tp(A7)",-2.23,0.71,30,-3.15,"0.004","**"
"CSSRS","tp(B7)",-1.61,0.71,30,-2.27,"0.030","*"
"CSSRS","tp(B30)",-1.96,0.71,30,-2.76,"0.010","**"
"CSSRS","fivedasc_insight_total",-0.02,0.01,33.2,-1.84,"0.075",""
"CSSRS","tp(A7):fivedasc_insight_total",0.02,0.01,30,2.03,"0.051",""
"CSSRS","tp(B7):fivedasc_insight_total",0.01,0.01,30,1.07,"0.294",""
"CSSRS","tp(B30):fivedasc_insight_total",0.02,0.01,30,1.99,"0.056",""
"CSSRS","(Intercept)",1.68,0.52,34.4,3.22,"0.003","**"
"CSSRS","tp(A7)",-1.82,0.65,30,-2.82,"0.008","**"
"CSSRS","tp(B7)",-1.5,0.65,30,-2.32,"0.028","*"
"CSSRS","tp(B30)",-1.06,0.65,30,-1.64,"0.111",""
"CSSRS","fivedasc_dis_total",-0.01,0.01,34.4,-1.29,"0.207",""
"CSSRS","tp(A7):fivedasc_dis_total",0.02,0.01,30,1.58,"0.125",""
"CSSRS","tp(B7):fivedasc_dis_total",0.01,0.01,30,1.01,"0.321",""
"CSSRS","tp(B30):fivedasc_dis_total",0.01,0.01,30,0.69,"0.498",""
"CSSRS","(Intercept)",0.72,0.46,35.2,1.58,"0.124",""
"CSSRS","tp(A7)",-0.41,0.57,30,-0.72,"0.477",""
"CSSRS","tp(B7)",-0.61,0.57,30,-1.07,"0.294",""
"CSSRS","tp(B30)",-0.74,0.57,30,-1.3,"0.204",""
"CSSRS","fivedasc_imp_total",0.02,0.02,35.2,0.93,"0.357",""
"CSSRS","tp(A7):fivedasc_imp_total",-0.02,0.02,30,-1.03,"0.310",""
"CSSRS","tp(B7):fivedasc_imp_total",-0.01,0.02,30,-0.62,"0.537",""
"CSSRS","tp(B30):fivedasc_imp_total",0,0.02,30,0.16,"0.876",""
"CSSRS","(Intercept)",0.94,0.4,35.1,2.33,"0.026","*"
"CSSRS","tp(A7)",-0.68,0.51,30,-1.34,"0.191",""
"CSSRS","tp(B7)",-0.8,0.51,30,-1.58,"0.124",""
"CSSRS","tp(B30)",-0.48,0.51,30,-0.94,"0.353",""
"CSSRS","fivedasc_anx_total",0.01,0.02,35.1,0.45,"0.652",""
"CSSRS","tp(A7):fivedasc_anx_total",-0.01,0.02,30,-0.6,"0.552",""
"CSSRS","tp(B7):fivedasc_anx_total",-0.01,0.02,30,-0.29,"0.773",""
"CSSRS","tp(B30):fivedasc_anx_total",-0.01,0.02,30,-0.47,"0.639",""
"CSSRS","(Intercept)",1.41,0.81,34.8,1.74,"0.091",""
"CSSRS","tp(A7)",-1.25,1.01,30,-1.23,"0.227",""
"CSSRS","tp(B7)",-1.46,1.01,30,-1.45,"0.159",""
"CSSRS","tp(B30)",-1.87,1.01,30,-1.85,"0.074",""
"CSSRS","fivedasc_cimg_total",-0.01,0.01,34.8,-0.43,"0.673",""
"CSSRS","tp(A7):fivedasc_cimg_total",0.01,0.02,30,0.34,"0.734",""
"CSSRS","tp(B7):fivedasc_cimg_total",0.01,0.02,30,0.56,"0.576",""
"CSSRS","tp(B30):fivedasc_cimg_total",0.02,0.02,30,1.25,"0.222",""
"CSSRS","(Intercept)",-0.03,0.64,37.2,-0.05,"0.959",""
"CSSRS","tp(A7)",-0.08,0.83,30,-0.09,"0.925",""
"CSSRS","tp(B7)",0.12,0.83,30,0.14,"0.888",""
"CSSRS","tp(B30)",-0.53,0.83,30,-0.64,"0.528",""
"CSSRS","fivedasc_eimg_total",0.02,0.01,37.2,1.86,"0.071",""
"CSSRS","tp(A7):fivedasc_eimg_total",-0.01,0.01,30,-1.08,"0.291",""
"CSSRS","tp(B7):fivedasc_eimg_total",-0.02,0.01,30,-1.33,"0.194",""
"CSSRS","tp(B30):fivedasc_eimg_total",0,0.01,30,-0.17,"0.864",""
"CSSRS","(Intercept)",1.75,0.65,32.7,2.68,"0.011","*"
"CSSRS","tp(A7)",-1.81,0.79,30,-2.3,"0.029","*"
"CSSRS","tp(B7)",-1.44,0.79,30,-1.83,"0.077",""
"CSSRS","tp(B30)",-2.5,0.79,30,-3.18,"0.003","**"
"CSSRS","fivedasc_av_total",-0.01,0.01,32.7,-1.09,"0.282",""
"CSSRS","tp(A7):fivedasc_av_total",0.01,0.01,30,1.21,"0.235",""
"CSSRS","tp(B7):fivedasc_av_total",0.01,0.01,30,0.71,"0.483",""
"CSSRS","tp(B30):fivedasc_av_total",0.03,0.01,30,2.5,"0.018","*"
"CSSRS","(Intercept)",2.1,0.48,34.7,4.35,"<0.001","***"
"CSSRS","tp(A7)",-2.01,0.6,30,-3.36,"0.002","**"
"CSSRS","tp(B7)",-1.77,0.6,30,-2.96,"0.006","**"
"CSSRS","tp(B30)",-1.56,0.6,30,-2.61,"0.014","*"
"CSSRS","fivedasc_per_total",-0.02,0.01,34.7,-2.39,"0.022","*"
"CSSRS","tp(A7):fivedasc_per_total",0.02,0.01,30,2.08,"0.046","*"
"CSSRS","tp(B7):fivedasc_per_total",0.02,0.01,30,1.63,"0.114",""
"CSSRS","tp(B30):fivedasc_per_total",0.02,0.01,30,1.7,"0.099",""
"ESAPS","(Intercept)",1.27,1.56,15.9,0.81,"0.428",""
"ESAPS","tp(A7)",-1.09,1.19,30,-0.92,"0.366",""
"ESAPS","tp(B7)",-1.69,1.19,30,-1.42,"0.166",""
"ESAPS","tp(B30)",-1.47,1.19,30,-1.24,"0.225",""
"ESAPS","fivedasc_util_total",0.02,0.02,15.9,0.77,"0.455",""
"ESAPS","tp(A7):fivedasc_util_total",-0.01,0.02,30,-0.7,"0.490",""
"ESAPS","tp(B7):fivedasc_util_total",0.01,0.02,30,0.49,"0.626",""
"ESAPS","tp(B30):fivedasc_util_total",0,0.02,30,0.13,"0.897",""
"ESAPS","(Intercept)",1.23,1.67,15.9,0.74,"0.472",""
"ESAPS","tp(A7)",-1.09,1.27,30,-0.86,"0.398",""
"ESAPS","tp(B7)",-1.95,1.27,30,-1.53,"0.137",""
"ESAPS","tp(B30)",-1.63,1.27,30,-1.28,"0.209",""
"ESAPS","fivedasc_sprit_total",0.02,0.02,15.9,0.73,"0.478",""
"ESAPS","tp(A7):fivedasc_sprit_total",-0.01,0.02,30,-0.64,"0.525",""
"ESAPS","tp(B7):fivedasc_sprit_total",0.01,0.02,30,0.67,"0.505",""
"ESAPS","tp(B30):fivedasc_sprit_total",0,0.02,30,0.26,"0.796",""
"ESAPS","(Intercept)",1.6,1.44,15.9,1.11,"0.285",""
"ESAPS","tp(A7)",-1.33,1.1,30,-1.21,"0.234",""
"ESAPS","tp(B7)",-1.75,1.1,30,-1.6,"0.120",""
"ESAPS","tp(B30)",-1.67,1.1,30,-1.52,"0.138",""
"ESAPS","fivedasc_bliss_total",0.01,0.02,15.9,0.58,"0.568",""
"ESAPS","tp(A7):fivedasc_bliss_total",-0.01,0.02,30,-0.53,"0.602",""
"ESAPS","tp(B7):fivedasc_bliss_total",0.01,0.02,30,0.61,"0.545",""
"ESAPS","tp(B30):fivedasc_bliss_total",0.01,0.02,30,0.35,"0.729",""
"ESAPS","(Intercept)",-0.05,1.7,16.2,-0.03,"0.979",""
"ESAPS","tp(A7)",-0.15,1.32,30,-0.11,"0.911",""
"ESAPS","tp(B7)",-0.81,1.32,30,-0.61,"0.543",""
"ESAPS","tp(B30)",-0.39,1.32,30,-0.3,"0.768",""
"ESAPS","fivedasc_insight_total",0.04,0.02,16.2,1.52,"0.147",""
"ESAPS","tp(A7):fivedasc_insight_total",-0.03,0.02,30,-1.39,"0.173",""
"ESAPS","tp(B7):fivedasc_insight_total",-0.01,0.02,30,-0.29,"0.770",""
"ESAPS","tp(B30):fivedasc_insight_total",-0.01,0.02,30,-0.78,"0.442",""
"ESAPS","(Intercept)",1.52,1.55,15.8,0.98,"0.343",""
"ESAPS","tp(A7)",-1.24,1.18,30,-1.06,"0.299",""
"ESAPS","tp(B7)",-1.57,1.18,30,-1.33,"0.192",""
"ESAPS","tp(B30)",-1.19,1.18,30,-1.01,"0.320",""
"ESAPS","fivedasc_dis_total",0.02,0.03,15.8,0.59,"0.561",""
"ESAPS","tp(A7):fivedasc_dis_total",-0.01,0.02,30,-0.57,"0.576",""
"ESAPS","tp(B7):fivedasc_dis_total",0.01,0.02,30,0.38,"0.703",""
"ESAPS","tp(B30):fivedasc_dis_total",0,0.02,30,-0.14,"0.892",""
"ESAPS","(Intercept)",1.86,1.38,15.6,1.35,"0.198",""
"ESAPS","tp(A7)",-1.38,1.03,30,-1.34,"0.190",""
"ESAPS","tp(B7)",-0.28,1.03,30,-0.27,"0.789",""
"ESAPS","tp(B30)",-0.91,1.03,30,-0.88,"0.385",""
"ESAPS","fivedasc_imp_total",0.02,0.06,15.6,0.41,"0.691",""
"ESAPS","tp(A7):fivedasc_imp_total",-0.02,0.04,30,-0.52,"0.610",""
"ESAPS","tp(B7):fivedasc_imp_total",-0.04,0.04,30,-1.01,"0.319",""
"ESAPS","tp(B30):fivedasc_imp_total",-0.02,0.04,30,-0.49,"0.631",""
"ESAPS","(Intercept)",3.42,1.15,16,2.97,"0.009","**"
"ESAPS","tp(A7)",-2.56,0.88,30,-2.91,"0.007","**"
"ESAPS","tp(B7)",-1.3,0.88,30,-1.48,"0.150",""
"ESAPS","tp(B30)",-1.92,0.88,30,-2.18,"0.037","*"
"ESAPS","fivedasc_anx_total",-0.05,0.04,16,-1.19,"0.252",""
"ESAPS","tp(A7):fivedasc_anx_total",0.03,0.03,30,1.04,"0.307",""
"ESAPS","tp(B7):fivedasc_anx_total",0.01,0.03,30,0.19,"0.850",""
"ESAPS","tp(B30):fivedasc_anx_total",0.03,0.03,30,0.85,"0.405",""
"ESAPS","(Intercept)",5.71,2.37,15,2.41,"0.029","*"
"ESAPS","tp(A7)",-4.5,1.68,30,-2.67,"0.012","*"
"ESAPS","tp(B7)",-3.62,1.68,30,-2.15,"0.039","*"
"ESAPS","tp(B30)",-5.18,1.68,30,-3.08,"0.004","**"
"ESAPS","fivedasc_cimg_total",-0.06,0.04,15,-1.5,"0.156",""
"ESAPS","tp(A7):fivedasc_cimg_total",0.05,0.03,30,1.66,"0.108",""
"ESAPS","tp(B7):fivedasc_cimg_total",0.04,0.03,30,1.53,"0.137",""
"ESAPS","tp(B30):fivedasc_cimg_total",0.07,0.03,30,2.4,"0.023","*"
"ESAPS","(Intercept)",-0.5,1.93,16.1,-0.26,"0.800",""
"ESAPS","tp(A7)",0.22,1.49,30,0.15,"0.884",""
"ESAPS","tp(B7)",-0.03,1.49,30,-0.02,"0.984",""
"ESAPS","tp(B30)",-0.34,1.49,30,-0.23,"0.820",""
"ESAPS","fivedasc_eimg_total",0.04,0.03,16.1,1.57,"0.136",""
"ESAPS","tp(A7):fivedasc_eimg_total",-0.03,0.02,30,-1.48,"0.150",""
"ESAPS","tp(B7):fivedasc_eimg_total",-0.02,0.02,30,-0.82,"0.420",""
"ESAPS","tp(B30):fivedasc_eimg_total",-0.01,0.02,30,-0.71,"0.482",""
"ESAPS","(Intercept)",0.42,1.96,16.1,0.21,"0.834",""
"ESAPS","tp(A7)",-0.47,1.51,30,-0.32,"0.755",""
"ESAPS","tp(B7)",-1.15,1.51,30,-0.77,"0.450",""
"ESAPS","tp(B30)",-1.42,1.51,30,-0.94,"0.355",""
"ESAPS","fivedasc_av_total",0.03,0.03,16.1,1.05,"0.310",""
"ESAPS","tp(A7):fivedasc_av_total",-0.02,0.02,30,-0.96,"0.343",""
"ESAPS","tp(B7):fivedasc_av_total",0,0.02,30,-0.01,"0.993",""
"ESAPS","tp(B30):fivedasc_av_total",0,0.02,30,0.06,"0.954",""
"ESAPS","(Intercept)",2.4,1.52,15.8,1.58,"0.134",""
"ESAPS","tp(A7)",-1.87,1.15,30,-1.63,"0.114",""
"ESAPS","tp(B7)",-1.47,1.15,30,-1.28,"0.210",""
"ESAPS","tp(B30)",-1.5,1.15,30,-1.31,"0.201",""
"ESAPS","fivedasc_per_total",0,0.03,15.8,-0.05,"0.959",""
"ESAPS","tp(A7):fivedasc_per_total",0,0.02,30,0.04,"0.969",""
"ESAPS","tp(B7):fivedasc_per_total",0.01,0.02,30,0.3,"0.763",""
"ESAPS","tp(B30):fivedasc_per_total",0,0.02,30,0.17,"0.869",""
"HAMA","(Intercept)",16.63,4.06,22.5,4.09,"<0.001","***"
"HAMA","tp(A7)",-0.53,4.03,30,-0.13,"0.897",""
"HAMA","tp(B7)",-5.22,4.03,30,-1.3,"0.205",""
"HAMA","tp(B30)",-6.07,4.03,30,-1.51,"0.143",""
"HAMA","fivedasc_util_total",0,0.06,22.5,-0.01,"0.989",""
"HAMA","tp(A7):fivedasc_util_total",-0.01,0.06,30,-0.15,"0.878",""
"HAMA","tp(B7):fivedasc_util_total",0.01,0.06,30,0.2,"0.842",""
"HAMA","tp(B30):fivedasc_util_total",0.05,0.06,30,0.81,"0.426",""
"HAMA","(Intercept)",15.94,4.29,22.6,3.71,"0.001","**"
"HAMA","tp(A7)",-0.66,4.26,30,-0.16,"0.877",""
"HAMA","tp(B7)",-5.67,4.26,30,-1.33,"0.193",""
"HAMA","tp(B30)",-7.77,4.26,30,-1.82,"0.078",""
"HAMA","fivedasc_sprit_total",0.01,0.06,22.6,0.17,"0.870",""
"HAMA","tp(A7):fivedasc_sprit_total",-0.01,0.06,30,-0.11,"0.914",""
"HAMA","tp(B7):fivedasc_sprit_total",0.02,0.06,30,0.3,"0.764",""
"HAMA","tp(B30):fivedasc_sprit_total",0.07,0.06,30,1.19,"0.243",""
"HAMA","(Intercept)",17.01,3.75,22.5,4.54,"<0.001","***"
"HAMA","tp(A7)",-0.58,3.71,30,-0.16,"0.877",""
"HAMA","tp(B7)",-4.85,3.71,30,-1.31,"0.201",""
"HAMA","tp(B30)",-5.66,3.71,30,-1.52,"0.138",""
"HAMA","fivedasc_bliss_total",-0.01,0.06,22.5,-0.13,"0.896",""
"HAMA","tp(A7):fivedasc_bliss_total",-0.01,0.06,30,-0.16,"0.877",""
"HAMA","tp(B7):fivedasc_bliss_total",0.01,0.06,30,0.11,"0.915",""
"HAMA","tp(B30):fivedasc_bliss_total",0.04,0.06,30,0.77,"0.447",""
"HAMA","(Intercept)",15.06,4.4,23.9,3.42,"0.002","**"
"HAMA","tp(A7)",-2.85,4.52,30,-0.63,"0.533",""
"HAMA","tp(B7)",-6.36,4.52,30,-1.41,"0.169",""
"HAMA","tp(B30)",-7.55,4.52,30,-1.67,"0.105",""
"HAMA","fivedasc_insight_total",0.02,0.06,23.9,0.38,"0.708",""
"HAMA","tp(A7):fivedasc_insight_total",0.03,0.07,30,0.43,"0.672",""
"HAMA","tp(B7):fivedasc_insight_total",0.03,0.07,30,0.45,"0.656",""
"HAMA","tp(B30):fivedasc_insight_total",0.07,0.07,30,1.06,"0.298",""
"HAMA","(Intercept)",16.52,3.93,21.9,4.2,"<0.001","***"
"HAMA","tp(A7)",1.04,3.83,30,0.27,"0.789",""
"HAMA","tp(B7)",-6.41,3.83,30,-1.67,"0.104",""
"HAMA","tp(B30)",-6.66,3.83,30,-1.74,"0.092",""
"HAMA","fivedasc_dis_total",0,0.07,21.9,0.02,"0.985",""
"HAMA","tp(A7):fivedasc_dis_total",-0.05,0.07,30,-0.62,"0.538",""
"HAMA","tp(B7):fivedasc_dis_total",0.04,0.07,30,0.56,"0.578",""
"HAMA","tp(B30):fivedasc_dis_total",0.07,0.07,30,1.03,"0.312",""
"HAMA","(Intercept)",16.88,3.33,21.4,5.07,"<0.001","***"
"HAMA","tp(A7)",-4.03,3.2,30,-1.26,"0.217",""
"HAMA","tp(B7)",-4.49,3.2,30,-1.4,"0.171",""
"HAMA","tp(B30)",-9.02,3.2,30,-2.82,"0.009","**"
"HAMA","fivedasc_imp_total",-0.01,0.14,21.4,-0.11,"0.917",""
"HAMA","tp(A7):fivedasc_imp_total",0.14,0.13,30,1.08,"0.288",""
"HAMA","tp(B7):fivedasc_imp_total",0,0.13,30,0,"0.997",""
"HAMA","tp(B30):fivedasc_imp_total",0.28,0.13,30,2.15,"0.040","*"
"HAMA","(Intercept)",14.68,2.73,25.5,5.37,"<0.001","***"
"HAMA","tp(A7)",-3.09,2.91,30,-1.06,"0.297",""
"HAMA","tp(B7)",-4.1,2.91,30,-1.41,"0.169",""
"HAMA","tp(B30)",-6.03,2.91,30,-2.07,"0.047","*"
"HAMA","fivedasc_anx_total",0.09,0.1,25.5,0.88,"0.387",""
"HAMA","tp(A7):fivedasc_anx_total",0.1,0.11,30,0.87,"0.392",""
"HAMA","tp(B7):fivedasc_anx_total",-0.02,0.11,30,-0.17,"0.863",""
"HAMA","tp(B30):fivedasc_anx_total",0.14,0.11,30,1.24,"0.224",""
"HAMA","(Intercept)",11.21,5.57,25.9,2.01,"0.055",""
"HAMA","tp(A7)",-1.56,5.98,30,-0.26,"0.796",""
"HAMA","tp(B7)",-5.43,5.98,30,-0.91,"0.371",""
"HAMA","tp(B30)",-10.77,5.98,30,-1.8,"0.082",""
"HAMA","fivedasc_cimg_total",0.09,0.09,25.9,1.01,"0.322",""
"HAMA","tp(A7):fivedasc_cimg_total",0.01,0.1,30,0.08,"0.934",""
"HAMA","tp(B7):fivedasc_cimg_total",0.02,0.1,30,0.16,"0.872",""
"HAMA","tp(B30):fivedasc_cimg_total",0.13,0.1,30,1.33,"0.193",""
"HAMA","(Intercept)",15.54,4.91,21.7,3.16,"0.005","**"
"HAMA","tp(A7)",-6.5,4.76,30,-1.37,"0.182",""
"HAMA","tp(B7)",-10.57,4.76,30,-2.22,"0.034","*"
"HAMA","tp(B30)",-0.3,4.76,30,-0.06,"0.951",""
"HAMA","fivedasc_eimg_total",0.02,0.07,21.7,0.23,"0.821",""
"HAMA","tp(A7):fivedasc_eimg_total",0.08,0.06,30,1.22,"0.233",""
"HAMA","tp(B7):fivedasc_eimg_total",0.09,0.06,30,1.36,"0.183",""
"HAMA","tp(B30):fivedasc_eimg_total",-0.04,0.06,30,-0.65,"0.524",""
"HAMA","(Intercept)",17.4,5.16,22.5,3.38,"0.003","**"
"HAMA","tp(A7)",-2.51,5.11,30,-0.49,"0.627",""
"HAMA","tp(B7)",-7.43,5.11,30,-1.45,"0.156",""
"HAMA","tp(B30)",-1.56,5.11,30,-0.31,"0.762",""
"HAMA","fivedasc_av_total",-0.01,0.08,22.5,-0.17,"0.866",""
"HAMA","tp(A7):fivedasc_av_total",0.02,0.08,30,0.3,"0.767",""
"HAMA","tp(B7):fivedasc_av_total",0.05,0.08,30,0.61,"0.544",""
"HAMA","tp(B30):fivedasc_av_total",-0.03,0.08,30,-0.34,"0.739",""
"HAMA","(Intercept)",17.34,3.81,23.3,4.56,"<0.001","***"
"HAMA","tp(A7)",1.14,3.85,30,0.3,"0.769",""
"HAMA","tp(B7)",-3.69,3.85,30,-0.96,"0.345",""
"HAMA","tp(B30)",-2.08,3.85,30,-0.54,"0.592",""
"HAMA","fivedasc_per_total",-0.02,0.07,23.3,-0.23,"0.822",""
"HAMA","tp(A7):fivedasc_per_total",-0.05,0.08,30,-0.66,"0.516",""
"HAMA","tp(B7):fivedasc_per_total",-0.02,0.08,30,-0.24,"0.812",""
"HAMA","tp(B30):fivedasc_per_total",-0.02,0.08,30,-0.32,"0.750",""
"MADRS","(Intercept)",26,5.88,23,4.42,"<0.001","***"
"MADRS","tp(A7)",-9.74,5.9,30,-1.65,"0.109",""
"MADRS","tp(B7)",-11.25,5.9,30,-1.91,"0.066",""
"MADRS","tp(B30)",-18.56,5.9,30,-3.15,"0.004","**"
"MADRS","fivedasc_util_total",-0.09,0.09,23,-0.95,"0.351",""
"MADRS","tp(A7):fivedasc_util_total",0.09,0.09,30,0.93,"0.359",""
"MADRS","tp(B7):fivedasc_util_total",0.06,0.09,30,0.63,"0.532",""
"MADRS","tp(B30):fivedasc_util_total",0.2,0.09,30,2.12,"0.043","*"
"MADRS","(Intercept)",26.96,6.24,22.1,4.32,"<0.001","***"
"MADRS","tp(A7)",-11.78,6.12,30,-1.92,"0.064",""
"MADRS","tp(B7)",-12.03,6.12,30,-1.97,"0.059",""
"MADRS","tp(B30)",-21.9,6.12,30,-3.58,"0.001","**"
"MADRS","fivedasc_sprit_total",-0.09,0.09,22.1,-1.05,"0.304",""
"MADRS","tp(A7):fivedasc_sprit_total",0.11,0.09,30,1.25,"0.221",""
"MADRS","tp(B7):fivedasc_sprit_total",0.06,0.09,30,0.74,"0.465",""
"MADRS","tp(B30):fivedasc_sprit_total",0.23,0.09,30,2.61,"0.014","*"
"MADRS","(Intercept)",26.18,5.43,23.4,4.82,"<0.001","***"
"MADRS","tp(A7)",-9.72,5.5,30,-1.77,"0.087",""
"MADRS","tp(B7)",-11.04,5.5,30,-2.01,"0.054",""
"MADRS","tp(B30)",-16.57,5.5,30,-3.01,"0.005","**"
"MADRS","fivedasc_bliss_total",-0.09,0.08,23.4,-1.09,"0.285",""
"MADRS","tp(A7):fivedasc_bliss_total",0.09,0.08,30,1.02,"0.316",""
"MADRS","tp(B7):fivedasc_bliss_total",0.05,0.08,30,0.65,"0.520",""
"MADRS","tp(B30):fivedasc_bliss_total",0.16,0.08,30,1.91,"0.066",""
"MADRS","(Intercept)",23.29,6.53,23.7,3.57,"0.002","**"
"MADRS","tp(A7)",-11.58,6.67,30,-1.74,"0.093",""
"MADRS","tp(B7)",-11.26,6.67,30,-1.69,"0.102",""
"MADRS","tp(B30)",-19.37,6.67,30,-2.9,"0.007","**"
"MADRS","fivedasc_insight_total",-0.04,0.09,23.7,-0.38,"0.705",""
"MADRS","tp(A7):fivedasc_insight_total",0.11,0.1,30,1.1,"0.278",""
"MADRS","tp(B7):fivedasc_insight_total",0.05,0.1,30,0.55,"0.588",""
"MADRS","tp(B30):fivedasc_insight_total",0.19,0.1,30,1.96,"0.060",""
"MADRS","(Intercept)",22.36,5.84,24.5,3.83,"<0.001","***"
"MADRS","tp(A7)",-7.06,6.07,30,-1.16,"0.254",""
"MADRS","tp(B7)",-11.99,6.07,30,-1.97,"0.058",""
"MADRS","tp(B30)",-13.57,6.07,30,-2.23,"0.033","*"
"MADRS","fivedasc_dis_total",-0.03,0.11,24.5,-0.26,"0.796",""
"MADRS","tp(A7):fivedasc_dis_total",0.05,0.12,30,0.41,"0.683",""
"MADRS","tp(B7):fivedasc_dis_total",0.09,0.12,30,0.76,"0.456",""
"MADRS","tp(B30):fivedasc_dis_total",0.13,0.12,30,1.14,"0.263",""
"MADRS","(Intercept)",13.71,4.8,28.2,2.85,"0.008","**"
"MADRS","tp(A7)",-2.26,5.37,30,-0.42,"0.678",""
"MADRS","tp(B7)",-3.65,5.37,30,-0.68,"0.502",""
"MADRS","tp(B30)",-5.78,5.37,30,-1.08,"0.291",""
"MADRS","fivedasc_imp_total",0.35,0.2,28.2,1.78,"0.085",""
"MADRS","tp(A7):fivedasc_imp_total",-0.12,0.22,30,-0.56,"0.577",""
"MADRS","tp(B7):fivedasc_imp_total",-0.21,0.22,30,-0.93,"0.359",""
